region,location,street_address,num_of_rooms,size,fee,final_price,percentage_change,initial_price
Uppsalakommun,Fålhagen,Norrtäljegatan 20B,2,55.0,2900,2850000,"
            +11 %
          ",2567567
Uppsalakommun,Rosendal,Dekangatan 4,2,41.5,2794,2045000,"
            ±0 %
          ",2045000
Uppsalakommun,Rosendal,Dekangatan 4,2,41.5,2794,2195000,"
            ±0 %
          ",2195000
Uppsalakommun,FrämreLuthagen,Sturegatan 1,1,39.2,2625,2400000,"
            +15 %
          ",2086956
Uppsalakommun,CentrumUppsala,Vaksalagatan 22B,3.5,115.0,5756,5950000,"
            ±0 %
          ",5950000
Uppsalakommun,Salabacke,Johannesbäcksgatan 34C,2,63.0,2964,2195000,"
            ±0 %
          ",2195000
Uppsalakommun,Kåbo,Gerd Enequists gata 14,4,90.5,5055,3745000,"
            ±0 %
          ",3745000
Uppsalakommun,Fålhagen,Eskilsgatan 4 A,1,20.0,1469,1325000,"
            -5 %
          ",1261904
Uppsalakommun,Salabacke,Salabacksgatan 62,3,76.6,4441,3700000,"
            +12 %
          ",3303571
Uppsalakommun,Skyttorp,Myrvägen 7,2.5,67.7,4628,1095000,"
            ±0 %
          ",1095000
Uppsalakommun,Årsta,Fyrislundsgatan 54,3,83.5,3928,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Årsta,Fänkålsgatan 33,5,101.0,5869,3000000,"
            ±0 %
          ",3000000
Uppsalakommun,Centrum,Trädgårdsgatan 12B,3.5,100.0,4562,8000000,"
            +23 %
          ",6504065
Uppsalakommun,Svartbäcken,Idunagatan 20 C,1.5,46.0,2734,2400000,"
            +5 %
          ",2285714
Uppsalakommun,Industristaden,Kungsgatan 93C,1.5,36.0,1651,2365000,"
            +8 %
          ",2189814
Uppsalakommun,Fålhagen,Petterslundsgatan 14E,1,24.0,1759,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Centrum,Salagatan 35B,3,74.0,4055,3750000,"
            +1 %
          ",3712871
Uppsalakommun,Kåbo,Dag Hammarskjölds väg 15C,1,27.0,2480,1595000,"
            +7 %
          ",1490654
Uppsalakommun,Ulleråker,Ulleråkersvägen 64,6,136.0,8179,4000000,,1490654
Uppsalakommun,Centrum,Hamnesplanaden 2 A,4,103.1,4974,4325000,"
            +8 %
          ",4004629
Uppsalakommun,Höganäs,Storgatan 22 E,3,76.9,3773,4020000,"
            +15 %
          ",3495652
Uppsalakommun,Fålhagen,Norrtäljegatan 9 A,2,59.0,3470,3630000,"
            +7 %
          ",3392523
Uppsalakommun,Centrum,Dragarbrunnsgatan 64,2,58.5,2662,2700000,"
            +8 %
          ",2500000
Uppsalakommun,SÄVJA,Ölandsresan 3C,2,49.0,2952,1800000,"
            +3 %
          ",1747572
Uppsalakommun,Eriksberg,Granitvägen 16C,3,78.0,3377,2750000,,1747572
Uppsalakommun,Salabacke,Murargatan 14B,3,70.1,4103,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Årsta,Kummingatan 48A,2,60.3,3490,1755000,"
            +4 %
          ",1687500
Uppsalakommun,Kåbo,Dag Hammarskjölds väg 15B,2,37.0,3421,1620000,"
            +8 %
          ",1500000
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,29.0,1995,1795000,"
            ±0 %
          ",1795000
Uppsalakommun,Luthagen,Börjegatan 57,2,50.0,3362,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Luthagen,Börjegatan 54B,4,95.1,4296,3650000,"
            +22 %
          ",2991803
Uppsalakommun,Höganäs,Torkelsgatan 30B,2,55.9,2553,2650000,,2991803
Uppsalakommun,Luthagen,Stabby allé 7B,1,40.0,2150,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Rosendal,Torgny Segerstedts allé 17B,2,40.0,2330,2500000,"
            +19 %
          ",2100840
Uppsalakommun,Svartbäcken,Västra järnvägsgatan 19C,3,87.0,5416,4610000,"
            +18 %
          ",3906779
Uppsalakommun,Eriksberg,Gnejsvägen 12 B,2,56.0,3131,2300000,"
            +5 %
          ",2190476
Uppsalakommun,Svartbäcken,Egilsgatan 11B,1.5,39.0,2290,2010000,"
            +15 %
          ",1747826
Uppsalakommun,Tunabackar,Väpnargatan 17A,2,64.5,3314,2350000,"
            +24 %
          ",1895161
Uppsalakommun,Nyby,Leopoldsgatan 19,2,37.0,2255,1625000,"
            +2 %
          ",1593137
Uppsalakommun,Kvarngärdet,Kvarntorget 7 FAST PRIS FÖRST TILL KVARN,2,49.0,2196,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Stenhagen,Stenhagsvägen 251,3,79.5,4554,1800000,"
            +7 %
          ",1682242
Uppsalakommun,Tunabackar,Fjärdhundragatan 24,2,60.5,3218,1930000,"
            +8 %
          ",1787037
Uppsalakommun,Luthagen,Eriksgatan 15 A,2,80.4,4267,4200000,"
            +20 %
          ",3500000
Uppsalakommun,Svartbäcken,Egilsgatan 9B,3,63.5,4556,2550000,,3500000
Uppsalakommun,Berthåga,Herrhagsvägen 407A,2,70.0,-,1190000,,3500000
Uppsalakommun,Kapellgärdet,Vattholmavägen 6 D,4,99.0,4812,3800000,"
            +9 %
          ",3486238
Uppsalakommun,NorraLuthagen,Klockargatan 19,4,89.0,5306,3720000,"
            +16 %
          ",3206896
Uppsalakommun,KÅBO,"Banérgatan 16 B, 1201",3,88.0,4041,4100000,"
            ±0 %
          ",4100000
Uppsalakommun,KÅBO,"Banérgatan 16 C, 1003",1,20.0,1252,1300000,"
            ±0 %
          ",1300000
Uppsalakommun,Luthagen,Ringgatan 41C,3,68.0,3973,2990000,"
            +20 %
          ",2491666
Uppsalakommun,Fålhagen,Botvidsgatan 16A,2,48.0,3200,2300000,"
            +10 %
          ",2090909
Uppsalakommun,Fålhagen,Petterslundsgatan 18B,1,34.0,1957,1705000,"
            +3 %
          ",1655339
Uppsalakommun,GRÄNBY,Råbyvägen 57E,1,36.0,2529,1645000,"
            ±0 %
          ",1645000
Uppsalakommun,Kapellgärdet,Torngatan 36,6,134.0,6084,5700000,"
            +10 %
          ",5181818
Uppsalakommun,Kvarngärdet,Råbyvägen 41,2,58.0,3430,2275000,"
            +4 %
          ",2187500
Uppsalakommun,Salabacke,Gröna gatan 31D,2,60.5,3494,1900000,"
            +15 %
          ",1652173
Uppsalakommun,Rosendal,Rosendalsvägen 12 C,1,32.0,1566,2000000,"
            +6 %
          ",1886792
Uppsalakommun,Kungsängen,Kungsängsgatan 59G,3,80.0,4668,3350000,"
            +12 %
          ",2991071
Uppsalakommun,FrämreLuthagen,Skolgatan 33 B,4,95.0,4917,5300000,"
            +18 %
          ",4491525
Uppsalakommun,Kungsgärdet,S:t Johannesgatan 36A,1,33.0,2430,1650000,"
            ±0 %
          ",1650000
Uppsalakommun,Fullerö,Meteorvägen 30,2,60.0,3500,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Kapellgärdet,Orgelgatan 9,2,45.0,2238,2215000,"
            +1 %
          ",2193069
Uppsalakommun,FrämreLuthagen,Fredsgatan 4B,3,66.0,3198,3400000,"
            +14 %
          ",2982456
Uppsalakommun,Kapellgärdet,Portalgatan 68,2,49.0,2928,2400000,"
            +10 %
          ",2181818
Uppsalakommun,Höganäs,S:t Olofsgatan 56 A,2.5,66.0,3974,2610000,"
            +5 %
          ",2485714
Uppsalakommun,Kapellgärdet,Portalgatan 79,3,73.5,4170,3550000,"
            +19 %
          ",2983193
Uppsalakommun,Salabacke,Johannesbäcksgatan 99,1,35.0,2270,1540000,"
            +10 %
          ",1400000
Uppsalakommun,Fålhagen,Torkelsgatan 8A,1.5,45.0,3113,2350000,"
            +12 %
          ",2098214
Uppsalakommun,Kungsängen,Tullgarnsgatan 9,3,81.0,4227,3500000,,2098214
Uppsalakommun,Kungsängen,Skyttelgatan 8,3.5,101.0,4870,4975000,"
            +16 %
          ",4288793
Uppsalakommun,ÅRSTA,Kummingatan 22 B,3.5,79.7,4426,2405000,"
            +15 %
          ",2091304
Uppsalakommun,Årsta,Kamomillgatan 23,3,78.0,4207,3000000,"
            +28 %
          ",2343750
Uppsalakommun,Salabacke,Murargatan 22 B,2,56.1,2855,1950000,"
            +3 %
          ",1893203
Uppsalakommun,Luthagen,Geijersgatan 50A,2,48.5,3669,2510000,"
            +14 %
          ",2201754
Uppsalakommun,Salabacke,Byggmästargatan 3c,1,39.0,2011,1925000,"
            +2 %
          ",1887254
Uppsalakommun,KÅBO,"Banérgatan 16 B, 1003",1,20.0,1252,1300000,"
            ±0 %
          ",1300000
Uppsalakommun,Fålhagen,Petterslundsgatan 33,1.5,41.3,1995,2275000,"
            +34 %
          ",1697761
Uppsalakommun,Kungsängen,Sågargatan 8 C,3,87.0,3458,3450000,"
            +8 %
          ",3194444
Uppsalakommun,Luthagen,Pålgatan 3,3,72.0,3962,3020000,"
            +6 %
          ",2849056
Uppsalakommun,Kungsgärdet,Eriksbergsvägen 9 A,4,82.0,3006,3900000,,2849056
Uppsalakommun,Luthagen,Geijersgatan 50 C,2,43.0,3257,2200000,"
            +16 %
          ",1896551
Uppsalakommun,Nyby,Leopoldsgatan 19,2,42.0,2504,1600000,"
            ±0 %
          ",1600000
Uppsalakommun,Svartbäcken,Svartbäcksgatan 108E,3,74.0,5378,2650000,"
            +13 %
          ",2345132
Uppsalakommun,Salabacke,Byggmästargatan 7A,2,67.0,3197,2100000,"
            +6 %
          ",1981132
Uppsalakommun,Kungsängen,Eldkvarnsgatan 3,2,44.0,2390,2500000,"
            +14 %
          ",2192982
Uppsalakommun,Salabacke,Johannesbäcksgatan 95A,2,44.0,2785,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Gottsunda,Valthornsvägen 62 A,3,78.0,4533,1720000,"
            +1 %
          ",1702970
Uppsalakommun,Sävja,Blekingevägen 13,3,76.0,4727,1700000,"
            +17 %
          ",1452991
Uppsalakommun,FrämreLuthagen,Luthagsesplanaden 5B,1.5,40.0,2649,2500000,"
            +9 %
          ",2293577
Uppsalakommun,Kapellgärdet,Portalgatan 56,4,105.5,5712,3455000,"
            +2 %
          ",3387254
Uppsalakommun,Sävja,Bergslagsresan 53,4,97.0,5459,2400000,"
            +9 %
          ",2201834
Uppsalakommun,Höganäs,Botvidsgatan 4D,1,40.0,2209,1900000,"
            +3 %
          ",1844660
Uppsalakommun,Luthagen,Kyrkogårdsgatan 45B,4,82.0,4647,3797000,"
            ±0 %
          ",3797000
Uppsalakommun,Kungsängen,Kungsgatan 93D,1,36.0,1651,2300000,"
            +15 %
          ",2000000
Uppsalakommun,Fålhagen,Petterslundsgatan 23D,1,32.0,1770,2050000,,2000000
Uppsalakommun,NorraRosendal,Torgny Segerstedts Allé 85,3,75.0,3459,3685000,"
            +5 %
          ",3509523
Uppsalakommun,Gottsunda,Dirigentvägen 143,3,78.6,4643,2150000,"
            +30 %
          ",1653846
Uppsalakommun,Gränby,Dimgatan 3,4,90.0,4642,2530000,"
            +10 %
          ",2300000
Uppsalakommun,Centrum,Vaksalagatan 20,2,86.7,3843,3000000,"
            +4 %
          ",2884615
Uppsalakommun,Uppsala,Lidnersgatan 35,3,74.0,4402,2070000,"
            -1 %
          ",2049504
Uppsalakommun,Centrum,Fålhagsleden 6 C,2,52.5,2544,2495000,"
            ±0 %
          ",2495000
Uppsalakommun,Fålhagen,Hjalmar Brantingsgatan 3A,3,91.0,4270,4700000,,2495000
Uppsalakommun,Svartbäcken,Gamla Uppsalagatan 22,2,53.0,2505,2200000,"
            -4 %
          ",2115384
Uppsalakommun,Luthagen,Luthagsesplanaden 28B,1,34.0,1858,2075000,"
            +4 %
          ",1995192
Uppsalakommun,Gränby,Råbyvägen 55E,1,29.0,2179,1350000,"
            ±0 %
          ",1350000
Uppsalakommun,Centrum,"Bäverns Gränd 18A, 1 tr.",5,134.5,7399,4499000,"
            +13 %
          ",3981415
Uppsalakommun,Rosendal,Gerd Enequists gata 12 B,2,50.0,3184,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Tunabackar,Fjärdhundragatan 26,3,82.5,4133,2675000,"
            +7 %
          ",2500000
Uppsalakommun,Fålhagen,Österängsgatan 26 C,2,53.2,2522,2125000,"
            +1 %
          ",2103960
Uppsalakommun,Kåbo,Grindstugegatan 5,3,70.5,4129,4495000,"
            ±0 %
          ",4495000
Uppsalakommun,Stabby,Tiundagatan 61,3,74.1,3980,3000000,"
            +11 %
          ",2702702
Uppsalakommun,Svartbäcken,Svartbäcksgatan 72 B,3,72.6,3613,3000000,"
            +14 %
          ",2631578
Uppsalakommun,Centrum,Dragarbrunnsgatan 33,1,23.0,1487,1825000,,2631578
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,29.0,1995,1645000,"
            ±0 %
          ",1645000
Uppsalakommun,Kapellgärdet,Portalgatan 80,4,94.0,4761,4225000,"
            +14 %
          ",3706140
Uppsalakommun,Fålhagen,Fålhagsleden 8B,1,30.0,1718,1850000,"
            +3 %
          ",1796116
Uppsalakommun,Fålhagen,Petterslundsgatan 23B,1.5,32.0,1721,1850000,"
            +9 %
          ",1697247
Uppsalakommun,Gränby,Regngatan 13,2,59.5,3769,1550000,"
            -3 %
          ",1504854
Uppsalakommun,Valsätra,Bernadottestigen 1B,1,31.0,2095,1475000,"
            +2 %
          ",1446078
Uppsalakommun,Salabacke,Murargatan 31,2,64.3,2221,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Vädergatorna,Molngatan 7,3,77.5,3958,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Gränby,Regngatan 11,1,35.5,2446,1495000,"
            ±0 %
          ",1495000
Uppsalakommun,KÅBO,"Banérgatan 16 C, 1002",1,18.0,1125,1300000,"
            +1 %
          ",1287128
Uppsalakommun,Löten,Ferlinsgatan 37,3,83.0,4855,2100000,"
            +11 %
          ",1891891
Uppsalakommun,Fålhagen,Torkelsgatan 8 C,2,50.0,3453,2750000,"
            +17 %
          ",2350427
Uppsalakommun,Höganäs,Botvidsgatan 6B,2,48.0,3037,2230000,"
            +6 %
          ",2103773
Uppsalakommun,Fålhagen,Salagatan 39A,2,60.0,3568,3560000,"
            +8 %
          ",3296296
Uppsalakommun,Uppsala,Bellmansgatan 84,5,113.0,5429,2800000,"
            +8 %
          ",2592592
Uppsalakommun,LUTHAGEN,Börjegatan 38B,2,60.0,2727,2725000,"
            +5 %
          ",2595238
Uppsalakommun,NorraRosendal,Dekangatan 10 (2-1506),2,44.0,2580,2025000,"
            ±0 %
          ",2025000
Uppsalakommun,Fålhagen,Väderkvarnsgatan 54A,3,73.5,3930,3500000,"
            +17 %
          ",2991452
Uppsalakommun,Kapellgärdet,Råbyvägen 74,3,74.5,3998,2450000,"
            ±0 %
          ",2450000
Uppsalakommun,Industristaden,Sågargatan 13 B,3,83.0,4551,4000000,,2450000
Uppsalakommun,Centrum,Kungsgatan 37A,4,135.0,6659,6900000,"
            +11 %
          ",6216216
Uppsalakommun,Luthagen,Hällbygatan 11,2,63.0,4184,2250000,"
            ±0 %
          ",2250000
Uppsalakommun,Sommarro,Lindsbergsgatan 4A,2.5,64.5,3207,2800000,"
            +17 %
          ",2393162
Uppsalakommun,Höganäs,S:t olofsgatan 43D,2,55.0,2899,2290000,"
            +15 %
          ",1991304
Uppsalakommun,Kungsängen,Viragatan 3,3,81.0,4706,3625000,"
            +13 %
          ",3207964
Uppsalakommun,Årsta,Körvelgatan 31B,3,71.7,3934,2270000,"
            +8 %
          ",2101851
Uppsalakommun,Nyby,Leopoldsgatan 25,2,52.0,2998,1850000,"
            +6 %
          ",1745283
Uppsalakommun,NorraLuthagen,Klockargatan 1,3,78.0,4108,2750000,"
            -2 %
          ",2696078
Uppsalakommun,Industristaden,Kungsgatan 93F,2,54.0,2337,2880000,"
            +7 %
          ",2691588
Uppsalakommun,Centrum,Kungsgatan 52B,2,66.0,3967,2665000,"
            +21 %
          ",2202479
Uppsalakommun,Luthagen,Ringgatan 4F,4,106.0,5760,4500000,"
            +25 %
          ",3600000
Uppsalakommun,Höganäs,Höganäsgatan 7A,1.5,40.0,2610,2150000,"
            +5 %
          ",2047619
Uppsalakommun,Fålhagen,Fålhagsleden 8C,1,33.0,1932,1910000,"
            +6 %
          ",1801886
Uppsalakommun,Sävja,Västgötaresan 46,2,64.0,4605,1300000,"
            -4 %
          ",1250000
Uppsalakommun,Höganäs,S:t Persgatan 45 C,1,15.0,1137,1020000,"
            -7 %
          ",953271
Uppsalakommun,FrämreLuthagen,Börjegatan 10A,1,39.0,2267,2380000,"
            +4 %
          ",2288461
Uppsalakommun,Rosendal,Dekangatan 4,4,88.0,4938,3695000,"
            ±0 %
          ",3695000
Uppsalakommun,Kungsängen,Sågargatan 12B,1.5,35.0,2446,1985000,"
            +13 %
          ",1756637
Uppsalakommun,Kungsängen,Kungsgatan 66 B,2,53.0,3071,2695000,"
            ±0 %
          ",2695000
Uppsalakommun,Ekeby,Basarbovägen 4,3,82.0,5322,5040000,"
            +40 %
          ",3600000
Uppsalakommun,ÅRSTA,"Kummingatan 11 C, nb",3,79.7,3761,2750000,"
            +11 %
          ",2477477
Uppsalakommun,Centrum,Trädgårdsgatan 7B,3,82.6,3818,5400000,"
            +17 %
          ",4615384
Uppsalakommun,Luthagen,Geijersgatan 44B,1,37.0,2204,2350000,"
            +7 %
          ",2196261
Uppsalakommun,Gränby,Albert engströmsgatan 2H - FAST PRIS!,2,48.5,3294,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Sävja,Stenbrohultsvägen 105,2,65.1,5332,1500000,"
            +37 %
          ",1094890
Uppsalakommun,SALABACKE,Johannesbäcksgatan 34B,2,63.0,2964,2100000,"
            +12 %
          ",1874999
Uppsalakommun,Fålhagen,Liljegatan 6 D,2,60.5,3760,2980000,"
            +19 %
          ",2504201
Uppsalakommun,Ulleråker,Ulleråkersvägen 60,4,96.0,6166,3000000,"
            +11 %
          ",2702702
Uppsalakommun,Fålhagen,Salagatan 53A,2,55.5,3736,2700000,"
            +1 %
          ",2673267
Uppsalakommun,Kåbo,Dekangatan 4,3,98.5,5422,3595000,"
            ±0 %
          ",3595000
Uppsalakommun,Centrum,Bäverns gränd 13A,3,74.0,2789,5800000,"
            +17 %
          ",4957264
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,2,45.5,2402,2500000,"
            +14 %
          ",2192982
Uppsalakommun,Centrum,S:t Persgatan 23 B,3,82.0,4326,3475000,"
            +2 %
          ",3406862
Uppsalakommun,Ekeby,Oslogatan 103,3,81.5,4707,3005000,"
            +20 %
          ",2504166
Uppsalakommun,Svartbäcken,Swedenborgsgatan 30 B,2,44.5,3441,1960000,"
            +6 %
          ",1849056
Uppsalakommun,Höganäs,Vaksalagatan 42B,2,49.0,2779,2425000,"
            +10 %
          ",2204545
Uppsalakommun,Stenhagen,Stenhagsvägen 253,2,71.0,4147,1700000,"
            +7 %
          ",1588785
Uppsalakommun,Salabacke,Murargatan 14C,1,24.5,1815,1350000,"
            ±0 %
          ",1350000
Uppsalakommun,Rosendal,Dekangatan 4,2,43.5,2883,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Gränby,Gränby bilgata 18,1.5,35.5,2446,1450000,"
            ±0 %
          ",1450000
Uppsalakommun,Kåbo,Gerd Enequists gata 14,3,81.0,4618,3645000,"
            ±0 %
          ",3645000
Uppsalakommun,Kåbo,Gerd Enequists gata 14,4,97.5,5375,3745000,"
            ±0 %
          ",3745000
Uppsalakommun,Rosendal,Dekangatan 4,3,77.5,4453,2995000,"
            ±0 %
          ",2995000
Uppsalakommun,Uppsala,Norrlandsgatan 34B,3,66.0,3292,2990000,,2995000
Uppsalakommun,Luthagen,Jumkilsgatan 14B,4,94.2,3718,4350000,"
            +9 %
          ",3990825
Uppsalakommun,Kåbo,Dekangatan 4,2,41.5,2794,2145000,"
            ±0 %
          ",2145000
Uppsalakommun,Kåbo,Dekangatan 4,2,41.5,2794,2095000,"
            ±0 %
          ",2095000
Uppsalakommun,Kåbo,Dekangatan 4,2,41.5,2794,2245000,"
            ±0 %
          ",2245000
Uppsalakommun,Höganäs,Vaksalagatan 42A,1,48.0,2752,2325000,"
            +8 %
          ",2152777
Uppsalakommun,Kåbo,Gerd Enequists gata 14,4,97.5,5375,4145000,"
            ±0 %
          ",4145000
Uppsalakommun,Luthagen,Dalgatan 26,3,73.5,4334,2650000,"
            ±0 %
          ",2650000
Uppsalakommun,Kåbo,Gerd Enequists gata 14,4,90.5,5055,3895000,"
            ±0 %
          ",3895000
Uppsalakommun,Kapellgärdet,Portalgatan 4J,2,66.0,4032,2500000,"
            +14 %
          ",2192982
Uppsalakommun,Gottsunda,Valthornsvägen 48D,2,68.0,3990,1400000,"
            ±0 %
          ",1400000
Uppsalakommun,Centrum,Österplan 13,6,168.0,11916,4800000,"
            -2 %
          ",4705882
Uppsalakommun,Luthagen,Gimogatan 2D,3,85.0,4543,3300000,"
            +10 %
          ",2999999
